var,country,country_name,code,region,city,airport,latitude,longitude
IataNTO,cv,Cape Verde,nto,Ribeira Grande,Ponta do Sol,Agostinho Neto Airport,17.2028,-25.0906
IataRAI,cv,Cape Verde,rai,Ribeira Grande de Santiago,Praia,Nelson Mandela International Airport,14.9245,-23.4935
IataSFL,cv,Cape Verde,sfl,Sao Filipe,São Filipe,Sao Filipe Airport,14.885,-24.48
IataSID,cv,Cape Verde,sid,Sal,Sal,Amilcar Cabral International Airport,16.7414,-22.9494
IataSNE,cv,Cape Verde,sne,Ribeira Grande,São Nicolau,Preguica Airport,16.5884,-24.2847
IataVXE,cv,Cape Verde,vxe,Sao Vicente,São Pedro,Cesaria Evora Airport,16.8332,-25.0553
IataCUR,cw,Curaçao,cur,Curacao,Willemstad,Curacao International Airport (Hato Int'l Airport),12.1889,-68.9598
IataXCH,cx,Christmas Island,xch,Christmas Island,Flying Fish Cove,Christmas Island Airport,-10.4506,105.69
IataAKT,cy,Cyprus,akt,Lemesos,Akrotiri,RAF Akrotiri,34.5904,32.9879
IataECN,cy,Cyprus,ecn,Lefkosia,Tymbou (Kirklar),Ercan International Airport,35.1547,33.4961
IataGEC,cy,Cyprus,gec,Ammochostos,Lefkoniko (Geçitkale),Gecitkale Air Base,35.2359,33.7244
IataLCA,cy,Cyprus,lca,Larnaka,Larnaca,Larnaca International Airport,34.8751,33.6249
IataNIC,cy,Cyprus,nic,Cyprus,Nicosia,,35.1550,33.2729
IataPFO,cy,Cyprus,pfo,Pafos,Paphos District,Paphos International Airport,34.718,32.4857
IataBRQ,cz,Czech Republic,brq,Jihomoravsky kraj,Brno,Brno-Turany Airport,49.1513,16.6944
IataGTW,cz,Czech Republic,gtw,Zlinsky kraj,Holešov,Holesov Airport,49.3144,17.5689
IataHRA,cz,Czech Republic,hra,Central Bohemian Region,Mnichovo Hradiště,,34.3333,73.2002
IataJCL,cz,Czech Republic,jcl,Jihocesky kraj,České Budějovice,Ceske Budejovice Airport (Plana Airport),48.9464,14.4275
IataKLV,cz,Czech Republic,klv,Karlovarsky kraj,Karlovy Vary,Karlovy Vary Airport,50.203,12.915
IataMKA,cz,Czech Republic,mka,Karlovarsky kraj,Mariánské Lázně,Marianske Lazne Airport,49.9228,12.7247
IataOLO,cz,Czech Republic,olo,Olomoucky kraj,Olomouc,Olomouc Airport (Neredin Airport),49.5878,17.2108
IataOSR,cz,Czech Republic,osr,Moravskoslezsky kraj,Ostrava,Leos Janacek Airport,49.6963,18.1111
IataPED,cz,Czech Republic,ped,Pardubicky kraj,Pardubice,Pardubice Airport,50.0134,15.7386
IataPRG,cz,Czech Republic,prg,Stredocesky kraj,Prague,Vaclav Havel Airport Prague,50.1008,14.26
IataPRV,cz,Czech Republic,prv,Olomoucky kraj,Přerov,Prerov Airport,49.4258,17.4047
IataUHE,cz,Czech Republic,uhe,Zlinsky kraj,Uherské Hradiště,Kunovice Airport,49.0294,17.4397
IataVOD,cz,Czech Republic,vod,Stredocesky kraj,Vodochody,Vodochody Airport,50.2166,14.3958
IataZBE,cz,Czech Republic,zbe,Moravskoslezsky kraj,Dolní Benešov,Zabreh Airport,49.9283,18.0783
IataAAH,de,Germany,aah,Nordrhein-Westfalen,Aachen,Merzbruck Airport,50.8231,6.18639
IataAGB,de,Germany,agb,Bayern,Augsburg,Augsburg Airport,48.4253,10.9317
IataAGE,de,Germany,age,Niedersachsen,Wangerooge,Wangerooge Airport,53.7828,7.91389
IataAOC,de,Germany,aoc,Thuringen,Nobitz,Leipzig-Altenburg Airport,50.9819,12.5064
IataBBH,de,Germany,bbh,Mecklenburg-Vorpommern,Stralsund,Stralsund-Barth Airport,54.3383,12.7105
IataBBJ,de,Germany,bbj,Rheinland-Pfalz,Bitburg,Bitburg Airport ,49.9453,6.565
IataBER,de,Germany,ber,Brandenburg,Berlin,Berlin Brandenburg Airport,52.3514,13.4939
IataBFE,de,Germany,bfe,Nordrhein-Westfalen,Bielefeld,Bielefeld Airport,51.9647,8.54444
IataBMK,de,Germany,bmk,Niedersachsen,Borkum,Borkum Airfield,53.5964,6.70917
IataBMR,de,Germany,bmr,Niedersachsen,Baltrum,Baltrum Airport,53.7247,7.37333
IataBRE,de,Germany,bre,Bremen,Bremen,Bremen Airport,53.0475,8.78667
IataBRV,de,Germany,brv,Bremen,,Bremerhaven Airport,53.5069,8.57278
IataBWE,de,Germany,bwe,Niedersachsen,Brunswick,Braunschweig-Wolfsburg Airport,52.3192,10.5561
IataBYU,de,Germany,byu,Bayern,Bindlach,Bindlacher Berg Airport,49.985,11.64
IataCBU,de,Germany,cbu,Brandenburg,,Cottbus-Drewitz Airport,51.8894,14.5319
IataCGN,de,Germany,cgn,Nordrhein-Westfalen,Cologne,Cologne Bonn Airport,50.8659,7.14274
IataCSO,de,Germany,cso,Sachsen-Anhalt,Magdeburg,Magdeburg-Cochstedt Airport,51.8564,11.4203
IataDRS,de,Germany,drs,Sachsen,Dresden,Dresden Airport,51.1328,13.7672
IataDTM,de,Germany,dtm,Nordrhein-Westfalen,Dortmund,Dortmund Airport,51.5183,7.61224
IataDUS,de,Germany,dus,Nordrhein-Westfalen,Düsseldorf,Dusseldorf Airport,51.2895,6.76678
IataEIB,de,Germany,eib,Thuringen,Hörselberg-Hainich,Eisenach-Kindel Airport,50.9916,10.4797
IataEME,de,Germany,eme,Niedersachsen,Emden,Emden Airport,53.3911,7.2275
IataERF,de,Germany,erf,Thuringen,Erfurt,Erfurt-Weimar Airport,50.9798,10.9581
IataESS,de,Germany,ess,Nordrhein-Westfalen,Essen,Essen/Mulheim Airport,51.4023,6.93733
IataEUM,de,Germany,eum,Schleswig-Holstein,Neumünster,Neumunster Airport,54.0794,9.94139
IataFCN,de,Germany,fcn,Niedersachsen,Cuxhaven,Nordholz Naval Airbase,53.7677,8.6585
IataFDH,de,Germany,fdh,Baden-Wurttemberg,Friedrichshafen,Friedrichshafen Airport (Bodensee Airport),47.6713,9.51149
IataFEL,de,Germany,fel,Bayern,,Furstenfeldbruck Air Base,48.2056,11.2669
IataFKB,de,Germany,fkb,Baden-Wurttemberg,Karlsruhe,Karlsruhe/Baden-Baden Airport,48.7794,8.0805
IataFLF,de,Germany,flf,Schleswig-Holstein,Flensburg,Flensburg-Schaferhaus Airport,54.7733,9.37889
IataFMM,de,Germany,fmm,Bayern,Memmingen,Memmingen Airport,47.9888,10.2395
IataFMO,de,Germany,fmo,Nordrhein-Westfalen,Münster,Munster Osnabruck International Airport,52.1346,7.68483
IataFNB,de,Germany,fnb,Mecklenburg-Vorpommern,Neubrandenburg,Neubrandenburg Airport,53.6022,13.306
IataFRA,de,Germany,fra,Hessen,Frankfurt,Frankfurt Airport,50.0333,8.57056
IataFRZ,de,Germany,frz,Hessen,Fritzlar,Fritzlar Air Base,51.1146,9.286
IataGHF,de,Germany,ghf,Bayern,Giebelstadt,Giebelstadt Airport,49.6481,9.96639
IataGKE,de,Germany,gke,Nordrhein-Westfalen,Geilenkirchen,NATO Air Base Geilenkirchen,50.9608,6.04242
IataGTI,de,Germany,gti,Mecklenburg-Vorpommern,Dreschvitz,Rugen Airport (Guttin Airfield),54.3833,13.3256
IataGUT,de,Germany,gut,Nordrhein-Westfalen,,RAF Gutersloh,51.9228,8.30633
IataGWT,de,Germany,gwt,Schleswig-Holstein,Sylt,Sylt Airport (Westerland Airport),54.9132,8.34047
IataHAJ,de,Germany,haj,Niedersachsen,Hanover,Hannover Airport,52.4611,9.68508
IataHAM,de,Germany,ham,Hamburg,Hamburg,Hamburg Airport,53.6304,9.98823
IataHDB,de,Germany,hdb,Baden-Wurttemberg,,Heidelberg Airport,49.3924,8.65193
IataHDF,de,Germany,hdf,Mecklenburg-Vorpommern,Heringsdorf,Heringsdorf Airport,53.8787,14.1523
IataHEI,de,Germany,hei,Schleswig-Holstein,Oesterdeichstrich,Heide-Busum Airport,54.1533,8.90167
IataHGL,de,Germany,hgl,Schleswig-Holstein,Helgoland,Helgoland Airport (Dune Airport),54.1853,7.91583
IataHHN,de,Germany,hhn,Rheinland-Pfalz,Rhineland-Palatinate,Frankfurt-Hahn Airport,49.9487,7.26389
IataHOQ,de,Germany,hoq,Bayern,Hof,Hof-Plauen Airport,50.2886,11.8564
IataIES,de,Germany,ies,Sachsen,Riesa,Riesa-Gohlis Airfield,51.2936,13.3561
IataIGS,de,Germany,igs,Bayern,Manching,Ingolstadt Manching Airport,48.7157,11.534
IataILH,de,Germany,ilh,Bayern,Illesheim,Illesheim Army Airfield,49.4739,10.3881
IataJUI,de,Germany,jui,Niedersachsen,Juist,Juist Airport,53.6811,7.05583
IataKEL,de,Germany,kel,Schleswig-Holstein,Kiel,Kiel Airport,54.3794,10.1453
IataKOQ,de,Germany,koq,Sachsen-Anhalt,Köthen (Anhalt),Kothen Airport,51.7211,11.9528
IataKSF,de,Germany,ksf,Hessen,Kassel,Kassel Airport,51.4173,9.38497
IataKZG,de,Germany,kzg,Bayern,Kitzingen,Kitzingen Airport,49.7431,10.2006
IataLBC,de,Germany,lbc,Schleswig-Holstein,Lübeck,Lubeck Airport,53.8054,10.7192
IataLEJ,de,Germany,lej,Sachsen,Leipzig,Leipzig/Halle Airport,51.4239,12.2364
IataLGO,de,Germany,lgo,Niedersachsen,Langeoog,Langeoog Airport,53.7425,7.49778
IataLHA,de,Germany,lha,Baden-Wurttemberg,Lahr/Schwarzwald,Flughafen Lahr (Lahr Airport),48.3693,7.82772
IataMGL,de,Germany,mgl,Nordrhein-Westfalen,Mönchengladbach,Dusseldorf Monchengladbach Airport,51.2303,6.50444
IataMHG,de,Germany,mhg,Baden-Wurttemberg,Mannheim,Mannheim City Airport,49.4731,8.51417
IataMUC,de,Germany,muc,Bayern,Munich,Munich Airport,48.3538,11.7861
IataNOD,de,Germany,nod,Niedersachsen,Norddeich,Norddeich Airport,53.6331,7.19028
IataNRD,de,Germany,nrd,Niedersachsen,Norderney,Norderney Airport,53.7069,7.23
IataNRN,de,Germany,nrn,Nordrhein-Westfalen,Kleve,Weeze Airport (Niederrhein Airport),51.6024,6.14217
IataNUE,de,Germany,nue,Bayern,Nuremberg,Nuremberg Airport,49.4987,11.0781
IataOBF,de,Germany,obf,Bayern,Weßling,Oberpfaffenhofen Airport,48.0814,11.2831
IataOHR,de,Germany,ohr,Schleswig-Holstein,Wyk auf Föhr,Wyk auf Fohr Airport,54.6844,8.52833
IataPAD,de,Germany,pad,Nordrhein-Westfalen,Paderborn,Paderborn Lippstadt Airport,51.6141,8.61632
IataPEF,de,Germany,pef,Mecklenburg-Vorpommern,Peenemünde,Peenemunde Airfield,54.1578,13.7744
IataPSH,de,Germany,psh,Schleswig-Holstein,Sankt Peter-Ording,Sankt Peter-Ording Airport,54.3089,8.68694
IataQHU,de,Germany,qhu,Schleswig-Holstein,Husum,Husum Schwesing Airport,54.51,9.13833
IataRBM,de,Germany,rbm,Bayern,Atting,Straubing Wallmuhle Airport,48.9008,12.5167
IataREB,de,Germany,reb,Mecklenburg-Vorpommern,Lärz,Rechlin-Larz Airfield,53.3064,12.7522
IataRLG,de,Germany,rlg,Mecklenburg-Vorpommern,Rostock,Rostock-Laage Airport,53.9182,12.2783
IataRMS,de,Germany,rms,Rheinland-Pfalz,Ramstein-Miesenbach,Ramstein Air Base,49.4369,7.60028
IataSCN,de,Germany,scn,Saarland,Saarbrücken,Saarbrucken Airport,49.2146,7.10951
IataSGE,de,Germany,sge,Nordrhein-Westfalen,Siegerland,Siegerland Airport,50.7077,8.08297
IataSPM,de,Germany,spm,Rheinland-Pfalz,Trier,Spangdahlem Air Base,49.9727,6.6925
IataSTR,de,Germany,str,Baden-Wurttemberg,Stuttgart,Stuttgart Airport,48.6899,9.22196
IataSXF,de,Germany,sxf,Brandenburg,Berlin,,52.3800,13.5225
IataSZW,de,Germany,szw,Mecklenburg-Vorpommern,,Schwerin-Parchim International Airport,53.427,11.7834
IataTHF,de,Germany,thf,Berlin,Berlin,,52.4725,13.4046
IataTXL,de,Germany,txl,Berlin,,Berlin Tegel Airport,52.5597,13.2877
IataURD,de,Germany,urd,Bayern,Ebermannstadt,Burg Feuerstein Airport,49.7942,11.1336
IataVAC,de,Germany,vac,Niedersachsen,Cloppenburg,Varrelbusch Airport,52.9083,8.04056
IataWBG,de,Germany,wbg,Schleswig-Holstein,Jagel,Schleswig Air Base,54.4593,9.51633
IataWIE,de,Germany,wie,Hessen,Wiesbaden,Wiesbaden Army Airfield,50.0498,8.3254
IataWVN,de,Germany,wvn,Niedersachsen,Wilhelmshaven,JadeWeserAirport,53.5022,8.05222
IataXFW,de,Germany,xfw,Hamburg,Hamburg,Hamburg Finkenwerder Airport,53.5353,9.83556
IataXLW,de,Germany,xlw,Niedersachsen,,Lemwerder Airport,53.1447,8.62444
IataZCV,de,Germany,zcv,Nordrhein-Westfalen,,Dinslaken/Schwarze Heide,51.616,6.861167
IataZHZ,de,Germany,zhz,Sachsen-Anhalt,,Halle-Oppin Airport,51.5527,12.054
IataZQW,de,Germany,zqw,Rheinland-Pfalz,Zweibrücken,Zweibrucken Airport,49.2094,7.40056
IataAII,dj,Djibouti,aii,Ali Sabieh,Ali-Sabieh,Ali-Sabieh Airport,11.1469,42.72
IataJIB,dj,Djibouti,jib,Djibouti,Djibouti,Djibouti-Ambouli International Airport,11.5473,43.1595
IataMHI,dj,Djibouti,mhi,Tadjourah,Moucha Island,Moucha Airport,11.7167,43.2
IataOBC,dj,Djibouti,obc,Obock,Obock,Obock Airport,11.967,43.267
IataTDJ,dj,Djibouti,tdj,Tadjourah,Tadjoura,Tadjoura Airport,11.783,42.917
IataAAL,dk,Denmark,aal,Nordjylland,Aalborg,Aalborg Airport,57.0928,9.84924
IataAAR,dk,Denmark,aar,Midtjylland,Aarhus,Aarhus Airport,56.3,10.619
IataBLL,dk,Denmark,bll,Syddanmark,Billund,Billund Airport,55.7403,9.15178
IataBYR,dk,Denmark,byr,Nordjylland,Læsø,Laesoe Airport,57.2772,11.0001
IataCNL,dk,Denmark,cnl,Nordjylland,Sindal,Sindal Airport,57.5035,10.2294
IataCPH,dk,Denmark,cph,Hovedstaden,Copenhagen metropolitan area,Copenhagen Airport,55.6179,12.656
IataEBJ,dk,Denmark,ebj,Syddanmark,Esbjerg,Esbjerg Airport,55.5259,8.5534
IataKRP,dk,Denmark,krp,Midtjylland,Middle Jutland,Karup Airport,56.2975,9.12463
IataMRW,dk,Denmark,mrw,Sjaelland,Rødby,Lolland Falster Airport,54.6993,11.4401
IataODE,dk,Denmark,ode,Syddanmark,Odense,Hans Christian Andersen Airport,55.4767,10.3309
IataRKE,dk,Denmark,rke,Sjaelland,Copenhagen,Roskilde Airport,55.5856,12.1314
IataRNN,dk,Denmark,rnn,Hovedstaden,DBU Bornholm,Bornholm Airport,55.0633,14.7596
IataSGD,dk,Denmark,sgd,Syddanmark,Sønderborg,Sonderborg Airport,54.9644,9.79173
IataSKS,dk,Denmark,sks,Syddanmark,Vojens,Vojens Airport (Skrydstrup Airport),55.221,9.26702
IataSQW,dk,Denmark,sqw,Midtjylland,Skive,Skive Airport,56.5502,9.17298
IataSTA,dk,Denmark,sta,Midtjylland,Skjern,Stauning Vestjylland Airport,55.9901,8.35391
IataTED,dk,Denmark,ted,Nordjylland,Thisted,Thisted Airport,57.0688,8.70522
IataDCF,dm,Dominica,dcf,Saint George,Roseau,Canefield Airport,15.3367,-61.3922
IataDOM,dm,Dominica,dom,Saint Andrew,Roseau,Douglas-Charles Airport,15.547,-61.3
IataAZS,do,Dominican Republic,azs,Samana,Samaná,Samana El Catey International Airport,19.267,-69.742
IataBRX,do,Dominican Republic,brx,Barahona,Santa Cruz de Barahona,Maria Montez International Airport,18.2515,-71.1204
IataCBJ,do,Dominican Republic,cbj,Pedernales,Pedernales,Cabo Rojo Airport,17.929,-71.6448
IataCOZ,do,Dominican Republic,coz,La Vega,Constanza,Constanza Airport,18.9075,-70.7219
IataEPS,do,Dominican Republic,eps,Samana,Samaná Province,Arroyo Barril Airport,19.3214,-69.4959
IataHEX,do,Dominican Republic,hex,Santo Domingo,Santo Domingo,,18.4697,-69.9694
IataJBQ,do,Dominican Republic,jbq,Distrito Nacional (Santo Domingo),Santo Domingo,La Isabela International Airport (Dr. Joaquin Balaguer Int'l),18.5725,-69.9856
IataPOP,do,Dominican Republic,pop,Puerto Plata,Puerto Plata,Gregorio Luperon International Airport,19.7579,-70.57
IataPUJ,do,Dominican Republic,puj,La Altagracia,Punta Cana,Punta Cana International Airport,18.5674,-68.3634
IataSDQ,do,Dominican Republic,sdq,Monte Plata,Santo Domingo,Las Americas International Airport,18.4297,-69.6689
IataSTI,do,Dominican Republic,sti,Santiago,Santiago de los Caballeros,Cibao International Airport,19.4061,-70.6047
IataAAE,dz,Algeria,aae,Annaba,Annaba,Rabah Bitat Airport (Les Salines Airport),36.8222,7.80917
IataALG,dz,Algeria,alg,Alger,Algiers,Houari Boumediene Airport,36.691,3.21541
IataAZR,dz,Algeria,azr,Adrar,Adrar,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.8376,-0.186414
IataBFW,dz,Algeria,bfw,Sidi Bel Abbes,Sidi Bel Abbès,Sidi Bel Abbes Airport,35.1718,-0.593275
IataBJA,dz,Algeria,bja,Bejaia,Béjaïa,Soummam - Abane Ramdane Airport,36.712,5.06992
IataBLJ,dz,Algeria,blj,Batna,Batna,Mostepha Ben Boulaid Airport,35.7521,6.30859
IataBMW,dz,Algeria,bmw,Adrar,Bordj Badji Mokhtar,Bordj Mokhtar Airport,21.375,0.923889
IataBSK,dz,Algeria,bsk,Biskra,Biskra,Biskra Airport,34.7933,5.73823
IataBUJ,dz,Algeria,buj,Djelfa,Bou Saada,Bou Saada Airport,35.3325,4.20639
IataCBH,dz,Algeria,cbh,Bechar,Béchar,Boudghene Ben Ali Lotfi Airport,31.6457,-2.26986
IataCFK,dz,Algeria,cfk,Chlef,Chlef,Chlef International Airport,36.2127,1.33177
IataCZL,dz,Algeria,czl,Constantine,Constantine,Mohamed Boudiaf International Airport,36.276,6.62039
IataDJG,dz,Algeria,djg,Illizi,Djanet,Tiska Djanet Airport,24.2928,9.45244
IataEBH,dz,Algeria,ebh,El Bayadh,El Bayadh,El Bayadh Airport,33.7217,1.0925
IataELG,dz,Algeria,elg,Ghardaia,El Menia,El Golea Airport,30.5713,2.85959
IataELU,dz,Algeria,elu,El Oued,El Oued,Guemar Airport,33.5114,6.77679
IataGHA,dz,Algeria,gha,Ghardaia,Ghardaia,Noumerat - Moufdi Zakaria Airport,32.3841,3.79411
IataGJL,dz,Algeria,gjl,Jijel,Taher,Jijel Ferhat Abbas Airport,36.7951,5.87361
IataHME,dz,Algeria,hme,Ouargla,Hassi Messaoud,Oued Irara-Krim Belkacem Airport,31.673,6.14044
IataHRM,dz,Algeria,hrm,Laghouat,Hassi R'Mel,Hassi R'Mel Airport (Tilrempt Airport),32.9304,3.31154
IataIAM,dz,Algeria,iam,Illizi,In Amenas,In Amenas Airport (Zarzaitine Airport),28.0515,9.64291
IataINF,dz,Algeria,inf,Tamanrasset,In Guezzam,In Guezzam Airport,19.567,5.75
IataINZ,dz,Algeria,inz,Tamanrasset,In Salah,In Salah Airport,27.251,2.51202
IataLOO,dz,Algeria,loo,Laghouat,Laghouat,L'Mekrareg Airport (Laghouat Airport),33.7644,2.92834
IataMQV,dz,Algeria,mqv,Mostaganem,Sayada,Mostaganem Airport,35.9088,0.149383
IataMUW,dz,Algeria,muw,Mascara,Mascara,Ghriss Airport,35.2077,0.147142
IataMZW,dz,Algeria,mzw,Naama,Mécheria,Mecheria Airport,33.5359,-0.242353
IataOGX,dz,Algeria,ogx,Ouargla,Ouargla,Ain Beida Airport,31.9172,5.41278
IataORN,dz,Algeria,orn,Oran,Oran,Oran Es Senia Airport,35.6239,-0.621183
IataQSF,dz,Algeria,qsf,Setif,Sétif,Ain Arnat Airport,36.1781,5.32449
IataSKI,dz,Algeria,ski,Skikda,,Skikda Airport,36.8641,6.9516
IataTAF,dz,Algeria,taf,Oran,Oran,Oran Tafaraoui Airport,35.5424,-0.532278
IataTEE,dz,Algeria,tee,Tebessa,Tébessa,Cheikh Larbi Tebessi Airport,35.4316,8.12072
IataTGR,dz,Algeria,tgr,Ouargla,Touggourt,Sidi Mahdi Airport,33.0678,6.08867
IataTID,dz,Algeria,tid,Tiaret,Tiaret,Abdelhafid Boussouf Bou Chekif Airport,35.3411,1.46315
IataTIN,dz,Algeria,tin,Tindouf,Tindouf,Tindouf Airport,27.7004,-8.1671
IataTLM,dz,Algeria,tlm,Tlemcen,Tlemcen,Zenata - Messali El Hadj Airport,35.0167,-1.45
IataTMR,dz,Algeria,tmr,Tamanrasset,Tamanrasset,Aguenar -Hadj Bey Akhamok Airport,22.8115,5.45108
IataTMX,dz,Algeria,tmx,Adrar,Timimoun,Timimoun Airport,29.2371,0.276033
IataVVZ,dz,Algeria,vvz,Illizi,Illizi,Takhamalt Airport,26.7235,8.62265
IataATF,ec,Ecuador,atf,Tungurahua,Ambato,Chachoan Airport,-1.21207,-78.5746
IataBHA,ec,Ecuador,bha,Manabi,Bahía de Caráquez,Los Perales Airport,-0.608111,-80.4027
IataCUE,ec,Ecuador,cue,Azuay,Cuenca,Mariscal Lamar International Airport,-2.88947,-78.9844
IataESM,ec,Ecuador,esm,Esmeraldas,Esmeraldas,Carlos Concha Torres International Airport,0.978519,-79.6266
IataETR,ec,Ecuador,etr,El Oro,Machala,Santa Rosa International Airport,-3.44199,-79.997
IataGPS,ec,Ecuador,gps,Galapagos,Baltra Island,Seymour Airport,-0.453758,-90.2659
IataGYE,ec,Ecuador,gye,Guayas,Guayaquil,Jose Joaquin de Olmedo International Airport,-2.15742,-79.8836
IataIBB,ec,Ecuador,ibb,Galapagos,Puerto Villamil,General Villamil Airport,-0.942628,-90.953
IataJIP,ec,Ecuador,jip,Manabi,Jipijapa,Jipijapa Airport,-1,-80.6667
IataLGQ,ec,Ecuador,lgq,Sucumbios,Nueva Loja,Lago Agrio Airport,0.093056,-76.8675
IataLOH,ec,Ecuador,loh,Loja,Loja,Ciudad de Catamayo Airport,-3.99589,-79.3719
IataLTX,ec,Ecuador,ltx,Cotopaxi,Latacunga,Cotopaxi International Airport,-0.906833,-78.6158
IataMCH,ec,Ecuador,mch,El Oro,Machala,General Manuel Serrano Airport,-3.2689,-79.9616
IataMEC,ec,Ecuador,mec,Manabi,Manta,Eloy Alfaro International Airport,-0.946078,-80.6788
IataMRR,ec,Ecuador,mrr,Loja,Macará,Jose Maria Velasco Ibarra Airport,-4.37823,-79.941
IataMZD,ec,Ecuador,mzd,Morona Santiago,Santiago de Méndez,Mendez Airport,-2.73333,-78.3167
IataOCC,ec,Ecuador,occ,Orellana,Coca,Francisco de Orellana Airport,-0.462886,-76.9868
IataPTZ,ec,Ecuador,ptz,Pastaza,Shell Mera,Rio Amazonas Airport,-1.50524,-78.0627
IataPVO,ec,Ecuador,pvo,Manabi,Portoviejo,Reales Tamarindos Airport,-1.04165,-80.4722
IataPYO,ec,Ecuador,pyo,Sucumbios,Puerto El Carmen de Putumayo,Putumayo Airport,0.115949,-75.8502
IataSCY,ec,Ecuador,scy,Galapagos,Galapagos Islands,San Cristobal Airport,-0.910206,-89.6174
IataSNC,ec,Ecuador,snc,Santa Elena,Salinas,General Ulpiano Paez Airport,-2.20499,-80.9889
IataSUQ,ec,Ecuador,suq,Morona Santiago,Sucúa,Sucua Airport,-2.483,-78.167
IataTNW,ec,Ecuador,tnw,Napo,Tena,Jumandy Airport,-1.05972,-77.5833
IataTPC,ec,Ecuador,tpc,Sucumbios,Tarapoa,Tarapoa Airport,-0.122956,-76.3378
IataTPN,ec,Ecuador,tpn,Orellana,Tiputini,Tiputini Airport,-0.776111,-75.5264
IataTSC,ec,Ecuador,tsc,Morona Santiago,Taisha,Taisha Airport,-2.38167,-77.5028
IataTUA,ec,Ecuador,tua,Carchi,Tulcán,Teniente Coronel Luis a Mantilla International Airport,0.809506,-77.7081
IataUIO,ec,Ecuador,uio,Pichincha,Quito,Mariscal Sucre International Airport,-0.129167,-78.3575
IataXMS,ec,Ecuador,xms,Morona Santiago,Macas,Edmundo Carvajal Airport,-2.29917,-78.1208
IataEPU,ee,Estonia,epu,Parnumaa,Pärnu,Parnu Airport,58.419,24.4728
IataKDL,ee,Estonia,kdl,Hiiumaa,Kärdla,Kardla Airport,58.9908,22.8307
IataTAY,ee,Estonia,tay,Tartumaa,Tartu,Tartu Airport,58.3075,26.6904
IataTLL,ee,Estonia,tll,Harjumaa,Tallinn,Tallinn Airport (Lennart Meri Tallinn Airport),59.4133,24.8328
IataURE,ee,Estonia,ure,Saaremaa,Kuressaare,Kuressaare Airport,58.2299,22.5095
IataAAC,eg,Egypt,aac,Shamal Sina',Arish,El Arish International Airport,31.0733,33.8358
IataABS,eg,Egypt,abs,Aswan,Abu Simbel,Abu Simbel Airport,22.376,31.6117
IataALY,eg,Egypt,aly,Al Iskandariyah,,El Nouzha Airport,31.1839,29.9489
IataASW,eg,Egypt,asw,Aswan,Aswan,Aswan International Airport,23.9644,32.82
IataATZ,eg,Egypt,atz,Asyut,Asyut,Assiut Airport,27.0465,31.012
IataAUE,eg,Egypt,aue,Janub Sina',Abou Redis,Abu Rudeis Airport,28.899,33.2025
IataCAI,eg,Egypt,cai,Al Qahirah,Cairo,Cairo International Airport,30.1219,31.4056
IataCCE,eg,Egypt,cce,Cairo,New Administrative Capital,,18.1001,-63.0474
IataCWE,eg,Egypt,cwe,Giza,Cairo,,30.1164,30.9155
IataDAK,eg,Egypt,dak,Al Wadi al Jadid,Dakhla Oasis,Dakhla Oasis Airport,25.4116,29.0031
IataDBB,eg,Egypt,dbb,Matruh,El Alamein,Al Alamain International Airport,30.9245,28.4614
IataEGH,eg,Egypt,egh,North Sinai,El Gorah,,0,0
IataELT,eg,Egypt,elt,Janub Sina',At Tur,El Tor Airport,28.209,33.6455
IataEMY,eg,Egypt,emy,Al Minya,El Minya,El Minya Airport,28.1013,30.7303
IataGSQ,eg,Egypt,gsq,Al Wadi al Jadid,Sharq El Owainat,Sharq Al-Owainat Airport,22.5857,28.7166
IataHBE,eg,Egypt,hbe,Al Iskandariyah,Alexandria Governorate,Borg El Arab Airport,30.9177,29.6964
IataHMB,eg,Egypt,hmb,Suhaj,Sohag,Sohag International Airport,26.3428,31.7428
IataHRG,eg,Egypt,hrg,Al Bahr al Ahmar,Hurghada,Hurghada International Airport,27.1783,33.7994
IataLXR,eg,Egypt,lxr,Al Uqsur,Luxor,Luxor International Airport,25.671,32.7066
IataMUH,eg,Egypt,muh,Matruh,Marsa Matruh,Marsa Matruh International Airport,31.3254,27.2217
IataPSD,eg,Egypt,psd,Bur Sa'id,Port Said,Port Said Airport,31.2794,32.24
IataRMF,eg,Egypt,rmf,Al Bahr al Ahmar,Marsa Alam,Marsa Alam International Airport,25.5571,34.5837
IataSEW,eg,Egypt,sew,Matruh,Siwa Oasis,Siwa Oasis North Airport,29.3455,25.5067
IataSKV,eg,Egypt,skv,Janub Sina',South Sinai Governorate,St. Catherine International Airport,28.6853,34.0625
IataSPX,eg,Egypt,spx,Al Jizah,Houston,Sphinx International Airport,30.1097,30.8944
IataSQK,eg,Egypt,sqk,Matruh,Sidi El Barrani,Sidi Barrani Airport,31.4666,25.878
IataSSH,eg,Egypt,ssh,Janub Sina',Sharm el-Sheikh,Sharm el-Sheikh International Airport,27.9773,34.395
